0.0	0.00000000
0.5	0.00000000
1.0	0.00000000
1.5	0.00000000
2.0	0.00000000
2.5	0.00230597
3.0	0.00902766
3.5	0.01918023
4.0	0.03173698
4.5	0.04525396
5.0	0.05916417
5.5	0.07098601
6.0	0.08161385
6.5	0.09334412
7.0	0.10828368
7.5	0.12745678
8.0	0.15294036
8.5	0.18752846
9.0	0.23292372
9.5	0.28861863
10.0	0.35655212
10.5	0.43781609
11.0	0.52962742
11.5	0.62630146
12.0	0.71985862
12.5	0.80360711
13.0	0.87464070
13.5	0.92974115
14.0	0.96843383
14.5	0.99064673
15.0	1.00000000
15.5	0.99256740
16.0	0.97567311
16.5	0.94837837
17.0	0.91371507
17.5	0.87324515
18.0	0.82909451
18.5	0.78169445
19.0	0.73230024
19.5	0.68234979
20.0	0.63352273
20.5	0.58639829
21.0	0.54154683
21.5	0.49888342
22.0	0.46008700
22.5	0.42418199
23.0	0.39081521
23.5	0.36056308
24.0	0.33332938
24.5	0.30929289
25.0	0.28715814
25.5	0.26698265
26.0	0.24987743
26.5	0.23498363
27.0	0.22164933
27.5	0.20936728
28.0	0.19884114
28.5	0.18991883
29.0	0.18197075
29.5	0.17437950
30.0	0.16807047
30.5	0.16251537
31.0	0.15723564
31.5	0.15242346
32.0	0.14843779
32.5	0.14497368
33.0	0.14120581
33.5	0.13745914
34.0	0.13356484
34.5	0.13022349
35.0	0.12729294
35.5	0.12448649
36.0	0.12204391
36.5	0.11919275
37.0	0.11586043
37.5	0.11265367
38.0	0.10940241
38.5	0.10699377
39.0	0.10432393
39.5	0.10177898
40.0	0.09890671
40.5	0.09621284
41.0	0.09384355
41.5	0.09187173
42.0	0.08945899
42.5	0.08712984
43.0	0.08468974
43.5	0.08240511
44.0	0.08040277
44.5	0.07873234
45.0	0.07774192
45.5	0.07630952
46.0	0.07413201
46.5	0.07196910
47.0	0.07057652
47.5	0.06978318
48.0	0.06874699
48.5	0.06724657
49.0	0.06587765
49.5	0.06450724
50.0	0.06329589
50.5	0.06228000
51.0	0.06133127
51.5	0.06027967
52.0	0.05893966
52.5	0.05773512
53.0	0.05678903
53.5	0.05643162
54.0	0.05583049
54.5	0.05483747
55.0	0.05343773
55.5	0.05228484
56.0	0.05133727
56.5	0.05108854
57.0	0.05060072
57.5	0.04985925
58.0	0.04892251
58.5	0.04806387
59.0	0.04735698
59.5	0.04665883
60.0	0.04594199
60.5	0.04502746
61.0	0.04403813
61.5	0.04317529
62.0	0.04264251
62.5	0.04251417
63.0	0.04206756
63.5	0.04090807
64.0	0.03969693
64.5	0.03904245
65.0	0.03868021
65.5	0.03817713
66.0	0.03738676
66.5	0.03691180
67.0	0.03634345
67.5	0.03549487
68.0	0.03475601
68.5	0.03462935
69.0	0.03447690
69.5	0.03355985
70.0	0.03215673
70.5	0.03149209
71.0	0.03131383
71.5	0.03099936
72.0	0.03029102
72.5	0.02957047
73.0	0.02912724
73.5	0.02827351
74.0	0.02753779
74.5	0.02724245
75.0	0.02701060
75.5	0.02634239
76.0	0.02551408
76.5	0.02488266
77.0	0.02467797
77.5	0.02447042
78.0	0.02396584
78.5	0.02335964
79.0	0.02299975
79.5	0.02260129
80.0	0.02220957
80.5	0.02197918
81.0	0.02184983
81.5	0.02126160
82.0	0.02052043
82.5	0.02024023
83.0	0.02025645
83.5	0.02010907
84.0	0.01969090
84.5	0.01945612
85.0	0.01934319
85.5	0.01895318
86.0	0.01883056
86.5	0.01880336
87.0	0.01895274
87.5	0.01857775
88.0	0.01803100
88.5	0.01784856
89.0	0.01817804
89.5	0.01829282
90.0	0.01795699
90.5	0.01763874
91.0	0.01746350
91.5	0.01718809
92.0	0.01703764
92.5	0.01710864
93.0	0.01714054
93.5	0.01679228
94.0	0.01634507
94.5	0.01621314
95.0	0.01644801
95.5	0.01627829
96.0	0.01624629
96.5	0.01603959
97.0	0.01575164
97.5	0.01540567
98.0	0.01533809
98.5	0.01546113
99.0	0.01563489
99.5	0.01530082
100.0	0.01505756
100.5	0.01499332
101.0	0.01515051
101.5	0.01492371
102.0	0.01461785
102.5	0.01462500
103.0	0.01453866
103.5	0.01415381
104.0	0.01399986
104.5	0.01407124
105.0	0.01408473
105.5	0.01370420
106.0	0.01318687
106.5	0.01314797
107.0	0.01325623
107.5	0.01304838
108.0	0.01254232
108.5	0.01239816
109.0	0.01254760
109.5	0.01215563
110.0	0.01204386
110.5	0.01193702
111.0	0.01209789
111.5	0.01156075
112.0	0.01103499
112.5	0.01094748
113.0	0.01118522
113.5	0.01109713
114.0	0.01079612
114.5	0.01045286
