pixel	slot	asic	channel	tmpix	row	col	sipmpix	triggerpatch	hvpatch	superpixel	xpix	ypix
1955	30	2	3	35	18	2	46	8	8	488	-0.1435519	-0.0361991
1956	30	2	4	36	17	1	55	9	9	489	-0.1498711	-0.0425968
1957	30	2	5	37	16	0	64	9	9	489	-0.1561904	-0.0489945
1958	30	2	6	38	17	0	56	9	9	489	-0.1562132	-0.0425968
1959	30	2	7	39	16	1	63	9	9	489	-0.1498483	-0.0489945
1960	30	2	8	40	16	2	62	10	10	490	-0.1435062	-0.0489945
1961	30	2	9	41	17	3	53	10	10	490	-0.1371869	-0.0425968
1962	30	2	10	42	17	2	54	10	10	490	-0.1435290	-0.0425968
1963	30	2	11	43	16	3	61	10	10	490	-0.1371641	-0.0489945
1964	30	2	12	44	18	0	48	11	11	491	-0.1562361	-0.0361991
1965	30	2	13	45	19	0	40	11	11	491	-0.1562590	-0.0298013
1966	30	2	14	46	18	1	47	11	11	491	-0.1498940	-0.0361991
1967	30	2	15	47	19	1	39	11	11	491	-0.1499168	-0.0298013
1968	30	3	0	48	23	1	7	12	12	492	-0.1500083	-0.0042104
1969	30	3	1	49	23	0	8	12	12	492	-0.1563504	-0.0042104
1970	30	3	2	50	22	1	15	12	12	492	-0.1499854	-0.0106081
1971	30	3	3	51	22	0	16	12	12	492	-0.1563275	-0.0106081
1972	30	3	4	52	21	1	23	13	13	493	-0.1499626	-0.0170059
1973	30	3	5	53	20	1	31	13	13	493	-0.1499397	-0.0234036
1974	30	3	6	54	21	0	24	13	13	493	-0.1563047	-0.0170059
1975	30	3	7	55	20	0	32	13	13	493	-0.1562818	-0.0234036
1976	30	3	8	56	22	3	13	14	14	494	-0.1373012	-0.0106081
1977	30	3	9	57	22	2	14	14	14	494	-0.1436433	-0.0106081
1978	30	3	10	58	23	3	5	14	14	494	-0.1373241	-0.0042104
1979	30	3	11	59	23	2	6	14	14	494	-0.1436662	-0.0042104
1980	30	3	12	60	20	3	29	15	15	495	-0.1372555	-0.0234036
1981	30	3	13	61	21	3	21	15	15	495	-0.1372784	-0.0170059
1982	30	3	14	62	20	2	30	15	15	495	-0.1435976	-0.0234036
1983	30	3	15	63	21	2	22	15	15	495	-0.1436205	-0.0170059
1984	31	0	0	0	15	2	59	0	0	496	-0.1434461	-0.0573923
1985	31	0	1	1	15	3	60	0	0	496	-0.1371040	-0.0573923
1986	31	0	2	2	14	2	51	0	0	496	-0.1433776	-0.0637719
1987	31	0	3	3	14	3	52	0	0	496	-0.1370355	-0.0637719
1988	31	0	4	4	14	1	50	1	1	497	-0.1497197	-0.0637719
1989	31	0	5	5	14	0	49	1	1	497	-0.1560618	-0.0637719
1990	31	0	6	6	15	0	57	1	1	497	-0.1561303	-0.0573923
1991	31	0	7	7	15	1	58	1	1	497	-0.1497882	-0.0573923
1992	31	0	8	8	13	3	44	2	2	498	-0.1369670	-0.0701515
1993	31	0	9	9	12	3	36	2	2	498	-0.1368985	-0.0765311
1994	31	0	10	10	12	2	35	2	2	498	-0.1432406	-0.0765311
1995	31	0	11	11	13	2	43	2	2	498	-0.1433091	-0.0701515
1996	31	0	12	12	12	1	34	3	3	499	-0.1495827	-0.0765311
1997	31	0	13	13	12	0	33	3	3	499	-0.1559248	-0.0765311
1998	31	0	14	14	13	0	41	3	3	499	-0.1559933	-0.0701515
1999	31	0	15	15	13	1	42	3	3	499	-0.1496512	-0.0701515
2000	31	1	0	16	10	1	18	4	4	500	-0.1494457	-0.0892903
2001	31	1	1	17	11	1	26	4	4	500	-0.1495142	-0.0829107
2002	31	1	2	18	11	0	25	4	4	500	-0.1558563	-0.0829107
2003	31	1	3	19	10	0	17	4	4	500	-0.1557878	-0.0892903
2004	31	1	4	20	11	3	28	5	5	501	-0.1368300	-0.0829107
2005	31	1	5	21	10	2	19	5	5	501	-0.1431036	-0.0892903
2006	31	1	6	22	10	3	20	5	5	501	-0.1367615	-0.0892903
2007	31	1	7	23	11	2	27	5	5	501	-0.1431721	-0.0829107
2008	31	1	8	24	8	1	2	6	6	502	-0.1493087	-0.1020495
2009	31	1	9	25	8	0	1	6	6	502	-0.1556508	-0.1020495
2010	31	1	10	26	9	0	9	6	6	502	-0.1557193	-0.0956699
2011	31	1	11	27	9	1	10	6	6	502	-0.1493772	-0.0956699
2012	31	1	12	28	8	3	4	7	7	503	-0.1366245	-0.1020495
2013	31	1	13	29	9	3	12	7	7	503	-0.1366930	-0.0956699
2014	31	1	14	30	8	2	3	7	7	503	-0.1429666	-0.1020495
2015	31	1	15	31	9	2	11	7	7	503	-0.1430351	-0.0956699
2016	31	2	0	32	13	4	45	8	8	504	-0.1306249	-0.0701515
2017	31	2	1	33	12	4	37	8	8	504	-0.1305564	-0.0765311
2018	31	2	2	34	12	5	38	8	8	504	-0.1242143	-0.0765311
2019	31	2	3	35	13	5	46	8	8	504	-0.1242828	-0.0701515
2020	31	2	4	36	14	6	55	9	9	505	-0.1180092	-0.0637719
2021	31	2	5	37	15	7	64	9	9	505	-0.1117356	-0.0573923
2022	31	2	6	38	14	7	56	9	9	505	-0.1116671	-0.0637719
2023	31	2	7	39	15	6	63	9	9	505	-0.1180777	-0.0573923
2024	31	2	8	40	15	5	62	10	10	506	-0.1244198	-0.0573923
2025	31	2	9	41	14	4	53	10	10	506	-0.1306934	-0.0637719
2026	31	2	10	42	14	5	54	10	10	506	-0.1243513	-0.0637719
2027	31	2	11	43	15	4	61	10	10	506	-0.1307619	-0.0573923
2028	31	2	12	44	13	7	48	11	11	507	-0.1115986	-0.0701515
2029	31	2	13	45	12	7	40	11	11	507	-0.1115301	-0.0765311
2030	31	2	14	46	13	6	47	11	11	507	-0.1179407	-0.0701515
2031	31	2	15	47	12	6	39	11	11	507	-0.1178722	-0.0765311
2032	31	3	0	48	8	6	7	12	12	508	-0.1175981	-0.1020495
2033	31	3	1	49	8	7	8	12	12	508	-0.1112560	-0.1020495
2034	31	3	2	50	9	6	15	12	12	508	-0.1176666	-0.0956699
2035	31	3	3	51	9	7	16	12	12	508	-0.1113245	-0.0956699
2036	31	3	4	52	10	6	23	13	13	509	-0.1177352	-0.0892903
2037	31	3	5	53	11	6	31	13	13	509	-0.1178037	-0.0829107
2038	31	3	6	54	10	7	24	13	13	509	-0.1113930	-0.0892903
2039	31	3	7	55	11	7	32	13	13	509	-0.1114616	-0.0829107
2040	31	3	8	56	9	4	13	14	14	510	-0.1303509	-0.0956699
2041	31	3	9	57	9	5	14	14	14	510	-0.1240087	-0.0956699
2042	31	3	10	58	8	4	5	14	14	510	-0.1302823	-0.1020495
2043	31	3	11	59	8	5	6	14	14	510	-0.1239402	-0.1020495
2044	31	3	12	60	11	4	29	15	15	511	-0.1304879	-0.0829107
2045	31	3	13	61	10	4	21	15	15	511	-0.1304194	-0.0892903
2046	31	3	14	62	11	5	30	15	15	511	-0.1241458	-0.0829107
2047	31	3	15	63	10	5	22	15	15	511	-0.1240773	-0.0892903
