pixel	slot	asic	channel	tmpix	row	col	sipmpix	triggerpatch	hvpatch	superpixel	xpix	ypix
1192	18	2	8	40	31	21	62	10	10	298	-0.0172797	0.0492944
1193	18	2	9	41	30	20	53	10	10	298	-0.0236820	0.0428967
1194	18	2	10	42	30	21	54	10	10	298	-0.0172843	0.0428967
1195	18	2	11	43	31	20	61	10	10	298	-0.0236774	0.0492944
1196	18	2	12	44	29	23	48	11	11	299	-0.0044935	0.0364989
1197	18	2	13	45	28	23	40	11	11	299	-0.0044981	0.0301012
1198	18	2	14	46	29	22	47	11	11	299	-0.0108912	0.0364989
1199	18	2	15	47	28	22	39	11	11	299	-0.0108958	0.0301012
1200	18	3	0	48	24	22	7	12	12	300	-0.0109141	0.0045103
1201	18	3	1	49	24	23	8	12	12	300	-0.0045165	0.0045103
1202	18	3	2	50	25	22	15	12	12	300	-0.0109095	0.0109080
1203	18	3	3	51	25	23	16	12	12	300	-0.0045119	0.0109080
1204	18	3	4	52	26	22	23	13	13	301	-0.0109050	0.0173057
1205	18	3	5	53	27	22	31	13	13	301	-0.0109004	0.0237035
1206	18	3	6	54	26	23	24	13	13	301	-0.0045073	0.0173057
1207	18	3	7	55	27	23	32	13	13	301	-0.0045027	0.0237035
1208	18	3	8	56	25	20	13	14	14	302	-0.0237049	0.0109080
1209	18	3	9	57	25	21	14	14	14	302	-0.0173072	0.0109080
1210	18	3	10	58	24	20	5	14	14	302	-0.0237095	0.0045103
1211	18	3	11	59	24	21	6	14	14	302	-0.0173118	0.0045103
1212	18	3	12	60	27	20	29	15	15	303	-0.0236957	0.0237035
1213	18	3	13	61	26	20	21	15	15	303	-0.0237003	0.0173057
1214	18	3	14	62	27	21	30	15	15	303	-0.0172981	0.0237035
1215	18	3	15	63	26	21	22	15	15	303	-0.0173026	0.0173057
1216	19	0	0	0	16	21	59	0	0	304	-0.0172797	-0.0492944
1217	19	0	1	1	16	20	60	0	0	304	-0.0236774	-0.0492944
1218	19	0	2	2	17	21	51	0	0	304	-0.0172843	-0.0428967
1219	19	0	3	3	17	20	52	0	0	304	-0.0236820	-0.0428967
1220	19	0	4	4	17	22	50	1	1	305	-0.0108866	-0.0428967
1221	19	0	5	5	17	23	49	1	1	305	-0.0044889	-0.0428967
1222	19	0	6	6	16	23	57	1	1	305	-0.0044844	-0.0492944
1223	19	0	7	7	16	22	58	1	1	305	-0.0108820	-0.0492944
1224	19	0	8	8	18	20	44	2	2	306	-0.0236866	-0.0364989
1225	19	0	9	9	19	20	36	2	2	306	-0.0236912	-0.0301012
1226	19	0	10	10	19	21	35	2	2	306	-0.0172935	-0.0301012
1227	19	0	11	11	18	21	43	2	2	306	-0.0172889	-0.0364989
1228	19	0	12	12	19	22	34	3	3	307	-0.0108958	-0.0301012
1229	19	0	13	13	19	23	33	3	3	307	-0.0044981	-0.0301012
1230	19	0	14	14	18	23	41	3	3	307	-0.0044935	-0.0364989
1231	19	0	15	15	18	22	42	3	3	307	-0.0108912	-0.0364989
1232	19	1	0	16	21	22	18	4	4	308	-0.0109050	-0.0173057
1233	19	1	1	17	20	22	26	4	4	308	-0.0109004	-0.0237035
1234	19	1	2	18	20	23	25	4	4	308	-0.0045027	-0.0237035
1235	19	1	3	19	21	23	17	4	4	308	-0.0045073	-0.0173057
1236	19	1	4	20	20	20	28	5	5	309	-0.0236957	-0.0237035
1237	19	1	5	21	21	21	19	5	5	309	-0.0173026	-0.0173057
1238	19	1	6	22	21	20	20	5	5	309	-0.0237003	-0.0173057
1239	19	1	7	23	20	21	27	5	5	309	-0.0172981	-0.0237035
1240	19	1	8	24	23	22	2	6	6	310	-0.0109141	-0.0045103
1241	19	1	9	25	23	23	1	6	6	310	-0.0045165	-0.0045103
1242	19	1	10	26	22	23	9	6	6	310	-0.0045119	-0.0109080
1243	19	1	11	27	22	22	10	6	6	310	-0.0109095	-0.0109080
1244	19	1	12	28	23	20	4	7	7	311	-0.0237095	-0.0045103
1245	19	1	13	29	22	20	12	7	7	311	-0.0237049	-0.0109080
1246	19	1	14	30	23	21	3	7	7	311	-0.0173118	-0.0045103
1247	19	1	15	31	22	21	11	7	7	311	-0.0173072	-0.0109080
1248	19	2	0	32	18	19	45	8	8	312	-0.0300843	-0.0364989
1249	19	2	1	33	19	19	37	8	8	312	-0.0300888	-0.0301012
1250	19	2	2	34	19	18	38	8	8	312	-0.0364865	-0.0301012
1251	19	2	3	35	18	18	46	8	8	312	-0.0364819	-0.0364989
1252	19	2	4	36	17	17	55	9	9	313	-0.0428750	-0.0428967
1253	19	2	5	37	16	16	64	9	9	313	-0.0492681	-0.0492944
1254	19	2	6	38	17	16	56	9	9	313	-0.0492727	-0.0428967
1255	19	2	7	39	16	17	63	9	9	313	-0.0428704	-0.0492944
1256	19	2	8	40	16	18	62	10	10	314	-0.0364728	-0.0492944
1257	19	2	9	41	17	19	53	10	10	314	-0.0300797	-0.0428967
1258	19	2	10	42	17	18	54	10	10	314	-0.0364773	-0.0428967
1259	19	2	11	43	16	19	61	10	10	314	-0.0300751	-0.0492944
1260	19	2	12	44	18	16	48	11	11	315	-0.0492773	-0.0364989
1261	19	2	13	45	19	16	40	11	11	315	-0.0492819	-0.0301012
1262	19	2	14	46	18	17	47	11	11	315	-0.0428796	-0.0364989
1263	19	2	15	47	19	17	39	11	11	315	-0.0428842	-0.0301012
1264	19	3	0	48	23	17	7	12	12	316	-0.0429025	-0.0045103
1265	19	3	1	49	23	16	8	12	12	316	-0.0493002	-0.0045103
1266	19	3	2	50	22	17	15	12	12	316	-0.0428980	-0.0109080
1267	19	3	3	51	22	16	16	12	12	316	-0.0492956	-0.0109080
1268	19	3	4	52	21	17	23	13	13	317	-0.0428934	-0.0173057
1269	19	3	5	53	20	17	31	13	13	317	-0.0428888	-0.0237035
1270	19	3	6	54	21	16	24	13	13	317	-0.0492910	-0.0173057
1271	19	3	7	55	20	16	32	13	13	317	-0.0492865	-0.0237035
1272	19	3	8	56	22	19	13	14	14	318	-0.0301026	-0.0109080
1273	19	3	9	57	22	18	14	14	14	318	-0.0365003	-0.0109080
1274	19	3	10	58	23	19	5	14	14	318	-0.0301072	-0.0045103
1275	19	3	11	59	23	18	6	14	14	318	-0.0365049	-0.0045103
1276	19	3	12	60	20	19	29	15	15	319	-0.0300934	-0.0237035
1277	19	3	13	61	21	19	21	15	15	319	-0.0300980	-0.0173057
1278	19	3	14	62	20	18	30	15	15	319	-0.0364911	-0.0237035
1279	19	3	15	63	21	18	22	15	15	319	-0.0364957	-0.0173057
1280	20	0	0	0	15	18	59	0	0	320	-0.0364609	-0.0573923
1281	20	0	1	1	15	19	60	0	0	320	-0.0300633	-0.0573923
1282	20	0	2	2	14	18	51	0	0	320	-0.0364472	-0.0637719
1283	20	0	3	3	14	19	52	0	0	320	-0.0300495	-0.0637719
1284	20	0	4	4	14	17	50	1	1	321	-0.0428449	-0.0637719
1285	20	0	5	5	14	16	49	1	1	321	-0.0492426	-0.0637719
1286	20	0	6	6	15	16	57	1	1	321	-0.0492563	-0.0573923
1287	20	0	7	7	15	17	58	1	1	321	-0.0428586	-0.0573923
1288	20	0	8	8	13	19	44	2	2	322	-0.0300358	-0.0701515
1289	20	0	9	9	12	19	36	2	2	322	-0.0300220	-0.0765311
1290	20	0	10	10	12	18	35	2	2	322	-0.0364197	-0.0765311
1291	20	0	11	11	13	18	43	2	2	322	-0.0364334	-0.0701515
1292	20	0	12	12	12	17	34	3	3	323	-0.0428174	-0.0765311
1293	20	0	13	13	12	16	33	3	3	323	-0.0492151	-0.0765311
1294	20	0	14	14	13	16	41	3	3	323	-0.0492288	-0.0701515
1295	20	0	15	15	13	17	42	3	3	323	-0.0428311	-0.0701515
1296	20	1	0	16	10	17	18	4	4	324	-0.0427899	-0.0892903
1297	20	1	1	17	11	17	26	4	4	324	-0.0428036	-0.0829107
1298	20	1	2	18	11	16	25	4	4	324	-0.0492013	-0.0829107
1299	20	1	3	19	10	16	17	4	4	324	-0.0491876	-0.0892903
1300	20	1	4	20	11	19	28	5	5	325	-0.0300083	-0.0829107
1301	20	1	5	21	10	18	19	5	5	325	-0.0363922	-0.0892903
1302	20	1	6	22	10	19	20	5	5	325	-0.0299945	-0.0892903
1303	20	1	7	23	11	18	27	5	5	325	-0.0364060	-0.0829107
1304	20	1	8	24	8	17	2	6	6	326	-0.0427624	-0.1020495
1305	20	1	9	25	8	16	1	6	6	326	-0.0491601	-0.1020495
1306	20	1	10	26	9	16	9	6	6	326	-0.0491738	-0.0956699
1307	20	1	11	27	9	17	10	6	6	326	-0.0427762	-0.0956699
1308	20	1	12	28	8	19	4	7	7	327	-0.0299671	-0.1020495
1309	20	1	13	29	9	19	12	7	7	327	-0.0299808	-0.0956699
1310	20	1	14	30	8	18	3	7	7	327	-0.0363647	-0.1020495
1311	20	1	15	31	9	18	11	7	7	327	-0.0363785	-0.0956699
1312	20	2	0	32	13	20	45	8	8	328	-0.0236381	-0.0701515
1313	20	2	1	33	12	20	37	8	8	328	-0.0236243	-0.0765311
1314	20	2	2	34	12	21	38	8	8	328	-0.0172267	-0.0765311
1315	20	2	3	35	13	21	46	8	8	328	-0.0172404	-0.0701515
1316	20	2	4	36	14	22	55	9	9	329	-0.0108565	-0.0637719
1317	20	2	5	37	15	23	64	9	9	329	-0.0044725	-0.0573923
1318	20	2	6	38	14	23	56	9	9	329	-0.0044588	-0.0637719
1319	20	2	7	39	15	22	63	9	9	329	-0.0108702	-0.0573923
1320	20	2	8	40	15	21	62	10	10	330	-0.0172679	-0.0573923
1321	20	2	9	41	14	20	53	10	10	330	-0.0236518	-0.0637719
1322	20	2	10	42	14	21	54	10	10	330	-0.0172541	-0.0637719
1323	20	2	11	43	15	20	61	10	10	330	-0.0236656	-0.0573923
1324	20	2	12	44	13	23	48	11	11	331	-0.0044450	-0.0701515
1325	20	2	13	45	12	23	40	11	11	331	-0.0044313	-0.0765311
1326	20	2	14	46	13	22	47	11	11	331	-0.0108427	-0.0701515
1327	20	2	15	47	12	22	39	11	11	331	-0.0108290	-0.0765311
1328	20	3	0	48	8	22	7	12	12	332	-0.0107740	-0.1020495
1329	20	3	1	49	8	23	8	12	12	332	-0.0043763	-0.1020495
1330	20	3	2	50	9	22	15	12	12	332	-0.0107878	-0.0956699
1331	20	3	3	51	9	23	16	12	12	332	-0.0043901	-0.0956699
1332	20	3	4	52	10	22	23	13	13	333	-0.0108015	-0.0892903
1333	20	3	5	53	11	22	31	13	13	333	-0.0108152	-0.0829107
1334	20	3	6	54	10	23	24	13	13	333	-0.0044038	-0.0892903
1335	20	3	7	55	11	23	32	13	13	333	-0.0044176	-0.0829107
1336	20	3	8	56	9	20	13	14	14	334	-0.0235831	-0.0956699
1337	20	3	9	57	9	21	14	14	14	334	-0.0171854	-0.0956699
1338	20	3	10	58	8	20	5	14	14	334	-0.0235694	-0.1020495
1339	20	3	11	59	8	21	6	14	14	334	-0.0171717	-0.1020495
1340	20	3	12	60	11	20	29	15	15	335	-0.0236106	-0.0829107
1341	20	3	13	61	10	20	21	15	15	335	-0.0235969	-0.0892903
1342	20	3	14	62	11	21	30	15	15	335	-0.0172129	-0.0829107
1343	20	3	15	63	10	21	22	15	15	335	-0.0171992	-0.0892903
1344	21	0	0	0	0	21	59	0	0	336	-0.0169876	-0.1548154
1345	21	0	1	1	0	20	60	0	0	336	-0.0233853	-0.1548154
1346	21	0	2	2	1	21	51	0	0	336	-0.0170105	-0.1484720
1347	21	0	3	3	1	20	52	0	0	336	-0.0234082	-0.1484720
1348	21	0	4	4	1	22	50	1	1	337	-0.0106128	-0.1484720
1349	21	0	5	5	1	23	49	1	1	337	-0.0042151	-0.1484720
1350	21	0	6	6	0	23	57	1	1	337	-0.0041923	-0.1548154
1351	21	0	7	7	0	22	58	1	1	337	-0.0105899	-0.1548154
1352	21	0	8	8	2	20	44	2	2	338	-0.0234310	-0.1421286
1353	21	0	9	9	3	20	36	2	2	338	-0.0234539	-0.1357852
1354	21	0	10	10	3	21	35	2	2	338	-0.0170562	-0.1357852
1355	21	0	11	11	2	21	43	2	2	338	-0.0170333	-0.1421286
1356	21	0	12	12	3	22	34	3	3	339	-0.0106585	-0.1357852
1357	21	0	13	13	3	23	33	3	3	339	-0.0042608	-0.1357852
1358	21	0	14	14	2	23	41	3	3	339	-0.0042380	-0.1421286
1359	21	0	15	15	2	22	42	3	3	339	-0.0106357	-0.1421286
1360	21	1	0	16	5	22	18	4	4	340	-0.0107042	-0.1230984
1361	21	1	1	17	4	22	26	4	4	340	-0.0106814	-0.1294418
1362	21	1	2	18	4	23	25	4	4	340	-0.0042837	-0.1294418
1363	21	1	3	19	5	23	17	4	4	340	-0.0043066	-0.1230984
1364	21	1	4	20	4	20	28	5	5	341	-0.0234767	-0.1294418
1365	21	1	5	21	5	21	19	5	5	341	-0.0171019	-0.1230984
1366	21	1	6	22	5	20	20	5	5	341	-0.0234996	-0.1230984
1367	21	1	7	23	4	21	27	5	5	341	-0.0170791	-0.1294418
1368	21	1	8	24	7	22	2	6	6	342	-0.0107500	-0.1104116
1369	21	1	9	25	7	23	1	6	6	342	-0.0043523	-0.1104116
1370	21	1	10	26	6	23	9	6	6	342	-0.0043294	-0.1167550
1371	21	1	11	27	6	22	10	6	6	342	-0.0107271	-0.1167550
1372	21	1	12	28	7	20	4	7	7	343	-0.0235453	-0.1104116
1373	21	1	13	29	6	20	12	7	7	343	-0.0235225	-0.1167550
1374	21	1	14	30	7	21	3	7	7	343	-0.0171476	-0.1104116
1375	21	1	15	31	6	21	11	7	7	343	-0.0171248	-0.1167550
1376	21	2	0	32	2	19	45	8	8	344	-0.0298287	-0.1421286
1377	21	2	1	33	3	19	37	8	8	344	-0.0298516	-0.1357852
1378	21	2	2	34	3	18	38	8	8	344	-0.0362492	-0.1357852
1379	21	2	3	35	2	18	46	8	8	344	-0.0362264	-0.1421286
1380	21	2	4	36	1	17	55	9	9	345	-0.0426012	-0.1484720
1381	21	2	5	37	0	16	64	9	9	345	-0.0489760	-0.1548154
1382	21	2	6	38	1	16	56	9	9	345	-0.0489989	-0.1484720
1383	21	2	7	39	0	17	63	9	9	345	-0.0425784	-0.1548154
1384	21	2	8	40	0	18	62	10	10	346	-0.0361807	-0.1548154
1385	21	2	9	41	1	19	53	10	10	346	-0.0298058	-0.1484720
1386	21	2	10	42	1	18	54	10	10	346	-0.0362035	-0.1484720
1387	21	2	11	43	0	19	61	10	10	346	-0.0297830	-0.1548154
1388	21	2	12	44	2	16	48	11	11	347	-0.0490218	-0.1421286
1389	21	2	13	45	3	16	40	11	11	347	-0.0490446	-0.1357852
1390	21	2	14	46	2	17	47	11	11	347	-0.0426241	-0.1421286
1391	21	2	15	47	3	17	39	11	11	347	-0.0426469	-0.1357852
1392	21	3	0	48	7	17	7	12	12	348	-0.0427384	-0.1104116
1393	21	3	1	49	7	16	8	12	12	348	-0.0491360	-0.1104116
1394	21	3	2	50	6	17	15	12	12	348	-0.0427155	-0.1167550
1395	21	3	3	51	6	16	16	12	12	348	-0.0491132	-0.1167550
1396	21	3	4	52	5	17	23	13	13	349	-0.0426926	-0.1230984
1397	21	3	5	53	4	17	31	13	13	349	-0.0426698	-0.1294418
1398	21	3	6	54	5	16	24	13	13	349	-0.0490903	-0.1230984
1399	21	3	7	55	4	16	32	13	13	349	-0.0490675	-0.1294418
1400	21	3	8	56	6	19	13	14	14	350	-0.0299201	-0.1167550
1401	21	3	9	57	6	18	14	14	14	350	-0.0363178	-0.1167550
1402	21	3	10	58	7	19	5	14	14	350	-0.0299430	-0.1104116
1403	21	3	11	59	7	18	6	14	14	350	-0.0363407	-0.1104116
1404	21	3	12	60	4	19	29	15	15	351	-0.0298744	-0.1294418
1405	21	3	13	61	5	19	21	15	15	351	-0.0298973	-0.1230984
1406	21	3	14	62	4	18	30	15	15	351	-0.0362721	-0.1294418
1407	21	3	15	63	5	18	22	15	15	351	-0.0362950	-0.1230984
1408	22	0	0	0	47	10	59	0	0	352	-0.0892441	0.1548154
1409	22	0	1	1	47	11	60	0	0	352	-0.0828650	0.1548154
1410	22	0	2	2	46	10	51	0	0	352	-0.0893126	0.1484720
1411	22	0	3	3	46	11	52	0	0	352	-0.0829335	0.1484720
1412	22	0	4	4	46	9	50	1	1	353	-0.0956918	0.1484720
1413	22	0	5	5	46	8	49	1	1	353	-0.1020709	0.1484720
1414	22	0	6	6	47	8	57	1	1	353	-0.1020024	0.1548154
1415	22	0	7	7	47	9	58	1	1	353	-0.0956232	0.1548154
1416	22	0	8	8	45	11	44	2	2	354	-0.0830020	0.1421286
1417	22	0	9	9	44	11	36	2	2	354	-0.0830705	0.1357852
1418	22	0	10	10	44	10	35	2	2	354	-0.0894496	0.1357852
1419	22	0	11	11	45	10	43	2	2	354	-0.0893811	0.1421286
1420	22	0	12	12	44	9	34	3	3	355	-0.0958288	0.1357852
1421	22	0	13	13	44	8	33	3	3	355	-0.1022079	0.1357852
1422	22	0	14	14	45	8	41	3	3	355	-0.1021394	0.1421286
1423	22	0	15	15	45	9	42	3	3	355	-0.0957603	0.1421286
1424	22	1	0	16	42	9	18	4	4	356	-0.0959658	0.1230984
1425	22	1	1	17	43	9	26	4	4	356	-0.0958973	0.1294418
1426	22	1	2	18	43	8	25	4	4	356	-0.1022764	0.1294418
1427	22	1	3	19	42	8	17	4	4	356	-0.1023449	0.1230984
1428	22	1	4	20	43	11	28	5	5	357	-0.0831390	0.1294418
1429	22	1	5	21	42	10	19	5	5	357	-0.0895867	0.1230984
1430	22	1	6	22	42	11	20	5	5	357	-0.0832075	0.1230984
1431	22	1	7	23	43	10	27	5	5	357	-0.0895181	0.1294418
1432	22	1	8	24	40	9	2	6	6	358	-0.0961028	0.1104116
1433	22	1	9	25	40	8	1	6	6	358	-0.1024820	0.1104116
1434	22	1	10	26	41	8	9	6	6	358	-0.1024134	0.1167550
1435	22	1	11	27	41	9	10	6	6	358	-0.0960343	0.1167550
1436	22	1	12	28	40	11	4	7	7	359	-0.0833445	0.1104116
1437	22	1	13	29	41	11	12	7	7	359	-0.0832760	0.1167550
1438	22	1	14	30	40	10	3	7	7	359	-0.0897237	0.1104116
1439	22	1	15	31	41	10	11	7	7	359	-0.0896552	0.1167550
1440	22	2	0	32	45	12	45	8	8	360	-0.0766228	0.1421286
1441	22	2	1	33	44	12	37	8	8	360	-0.0766914	0.1357852
1442	22	2	2	34	44	13	38	8	8	360	-0.0703122	0.1357852
1443	22	2	3	35	45	13	46	8	8	360	-0.0702437	0.1421286
1444	22	2	4	36	46	14	55	9	9	361	-0.0637961	0.1484720
1445	22	2	5	37	47	15	64	9	9	361	-0.0573484	0.1548154
1446	22	2	6	38	46	15	56	9	9	361	-0.0574169	0.1484720
1447	22	2	7	39	47	14	63	9	9	361	-0.0637276	0.1548154
1448	22	2	8	40	47	13	62	10	10	362	-0.0701067	0.1548154
1449	22	2	9	41	46	12	53	10	10	362	-0.0765543	0.1484720
1450	22	2	10	42	46	13	54	10	10	362	-0.0701752	0.1484702
1451	22	2	11	43	47	12	61	10	10	362	-0.0764858	0.1548154
1452	22	2	12	44	45	15	48	11	11	363	-0.0574854	0.1421286
1453	22	2	13	45	44	15	40	11	11	363	-0.0575539	0.1357852
1454	22	2	14	46	45	14	47	11	11	363	-0.0638646	0.1421286
1455	22	2	15	47	44	14	39	11	11	363	-0.0639331	0.1357852
1456	22	3	0	48	40	14	7	12	12	364	-0.0642071	0.1104116
1457	22	3	1	49	40	15	8	12	12	364	-0.0578280	0.1104116
1458	22	3	2	50	41	14	15	12	12	364	-0.0641386	0.1167550
1459	22	3	3	51	41	15	16	12	12	364	-0.0577595	0.1167550
1460	22	3	4	52	42	14	23	13	13	365	-0.0640701	0.1230984
1461	22	3	5	53	43	14	31	13	13	365	-0.0640016	0.1294418
1462	22	3	6	54	42	15	24	13	13	365	-0.0576910	0.1230984
1463	22	3	7	55	43	15	32	13	13	365	-0.0576225	0.1294418
1464	22	3	8	56	41	12	13	14	14	366	-0.0768969	0.1167550
1465	22	3	9	57	41	13	14	14	14	366	-0.0705178	0.1167550
1466	22	3	10	58	40	12	5	14	14	366	-0.0769654	0.1104116
1467	22	3	11	59	40	13	6	14	14	366	-0.0705863	0.1104116
1468	22	3	12	60	43	12	29	15	15	367	-0.0767599	0.1294418
1469	22	3	13	61	42	12	21	15	15	367	-0.0768284	0.1230984
1470	22	3	14	62	43	13	30	15	15	367	-0.0703807	0.1294418
1471	22	3	15	63	42	13	22	15	15	367	-0.0704492	0.1230984
1472	23	0	0	0	32	13	59	0	0	368	-0.0709467	0.0573923
1473	23	0	1	1	32	12	60	0	0	368	-0.0773258	0.0573923
1474	23	0	2	2	33	13	51	0	0	368	-0.0709055	0.0637719
1475	23	0	3	3	33	12	52	0	0	368	-0.0772846	0.0637719
1476	23	0	4	4	33	14	50	1	1	369	-0.0645263	0.0637719
1477	23	0	5	5	33	15	49	1	1	369	-0.0581472	0.0637719
1478	23	0	6	6	32	15	57	1	1	369	-0.0581884	0.0573923
1479	23	0	7	7	32	14	58	1	1	369	-0.0645675	0.0573923
1480	23	0	8	8	34	12	44	2	2	370	-0.0772434	0.0701515
1481	23	0	9	9	35	12	36	2	2	370	-0.0772022	0.0765311
1482	23	0	10	10	35	13	35	2	2	370	-0.0708231	0.0765311
1483	23	0	11	11	34	13	43	2	2	370	-0.0708643	0.0701515
1484	23	0	12	12	35	14	34	3	3	371	-0.0644440	0.0765311
1485	23	0	13	13	35	15	33	3	3	371	-0.0580648	0.0765311
1486	23	0	14	14	34	15	41	3	3	371	-0.0581060	0.0701515
1487	23	0	15	15	34	14	42	3	3	371	-0.0644852	0.0701515
1488	23	1	0	16	37	14	18	4	4	372	-0.0643616	0.0892903
1489	23	1	1	17	36	14	26	4	4	372	-0.0644028	0.0829107
1490	23	1	2	18	36	15	25	4	4	372	-0.0580236	0.0829107
1491	23	1	3	19	37	15	17	4	4	372	-0.0579825	0.0892903
1492	23	1	4	20	36	12	28	5	5	373	-0.0771611	0.0829107
1493	23	1	5	21	37	13	19	5	5	373	-0.0707407	0.0892903
1494	23	1	6	22	37	12	20	5	5	373	-0.0771199	0.0892903
1495	23	1	7	23	36	13	27	5	5	373	-0.0707819	0.0829107
1496	23	1	8	24	39	14	2	6	6	374	-0.0642792	0.1020495
1497	23	1	9	25	39	15	1	6	6	374	-0.0579001	0.1020495
1498	23	1	10	26	38	15	9	6	6	374	-0.0579413	0.0956699
1499	23	1	11	27	38	14	10	6	6	374	-0.0643204	0.0956699
1500	23	1	12	28	39	12	4	7	7	375	-0.0770375	0.1020495
1501	23	1	13	29	38	12	12	7	7	375	-0.0770787	0.0956699
1502	23	1	14	30	39	13	3	7	7	375	-0.0706584	0.1020495
1503	23	1	15	31	38	13	11	7	7	375	-0.0706996	0.0956699
1504	23	2	0	32	34	11	45	8	8	376	-0.0836226	0.0701515
1505	23	2	1	33	35	11	37	8	8	376	-0.0835814	0.0765311
1506	23	2	2	34	35	10	38	8	8	376	-0.0899605	0.0765311
1507	23	2	3	35	34	10	46	8	8	376	-0.0900017	0.0701515
1508	23	2	4	36	33	9	55	9	9	377	-0.0964220	0.0637719
1509	23	2	5	37	32	8	64	9	9	377	-0.1028424	0.0573923
1510	23	2	6	38	33	8	56	9	9	377	-0.1028012	0.0637719
1511	23	2	7	39	32	9	63	9	9	377	-0.0964632	0.0573923
1512	23	2	8	40	32	10	62	10	10	378	-0.0900841	0.0573923
1513	23	2	9	41	33	11	53	10	10	378	-0.0836638	0.0637719
1514	23	2	10	42	33	10	54	10	10	378	-0.0900429	0.0637719
1515	23	2	11	43	32	11	61	10	10	378	-0.0837049	0.0573923
1516	23	2	12	44	34	8	48	11	11	379	-0.1027600	0.0701515
1517	23	2	13	45	35	8	40	11	11	379	-0.1027188	0.0765311
1518	23	2	14	46	34	9	47	11	11	379	-0.0963808	0.0701515
1519	23	2	15	47	35	9	39	11	11	379	-0.0963397	0.0765311
1520	23	3	0	48	39	9	7	12	12	380	-0.0961749	0.1020495
1521	23	3	1	49	39	8	8	12	12	380	-0.1025541	0.1020495
1522	23	3	2	50	38	9	15	12	12	380	-0.0962161	0.0956699
1523	23	3	3	51	38	8	16	12	12	380	-0.1025952	0.0956699
1524	23	3	4	52	37	9	23	13	13	381	-0.0962573	0.0892903
1525	23	3	5	53	36	9	31	13	13	381	-0.0962985	0.0829107
1526	23	3	6	54	37	8	24	13	13	381	-0.1026364	0.0892903
1527	23	3	7	55	36	8	32	13	13	381	-0.1026776	0.0829107
1528	23	3	8	56	38	11	13	14	14	382	-0.0834578	0.0956699
1529	23	3	9	57	38	10	14	14	14	382	-0.0898370	0.0956699
1530	23	3	10	58	39	11	5	14	14	382	-0.0834166	0.1020495
1531	23	3	11	59	39	10	6	14	14	382	-0.0897958	0.1020495
1532	23	3	12	60	36	11	29	15	15	383	-0.0835402	0.0829107
1533	23	3	13	61	37	11	21	15	15	383	-0.0834990	0.0892903
1534	23	3	14	62	36	10	30	15	15	383	-0.0899193	0.0829107
1535	23	3	15	63	37	10	22	15	15	383	-0.0898782	0.0892903
1536	24	0	0	0	31	10	59	0	0	384	-0.0901202	0.0489945
1537	24	0	1	1	31	11	60	0	0	384	-0.0837410	0.0489945
1538	24	0	2	2	30	10	51	0	0	384	-0.0901339	0.0425968
1539	24	0	3	3	30	11	52	0	0	384	-0.0837548	0.0425968
1540	24	0	4	4	30	9	50	1	1	385	-0.0965131	0.0425968
1541	24	0	5	5	30	8	49	1	1	385	-0.1028922	0.0425968
1542	24	0	6	6	31	8	57	1	1	385	-0.1028785	0.0489945
1543	24	0	7	7	31	9	58	1	1	385	-0.0964993	0.0489945
1544	24	0	8	8	29	11	44	2	2	386	-0.0837685	0.0361991
1545	24	0	9	9	28	11	36	2	2	386	-0.0837823	0.0298013
1546	24	0	10	10	28	10	35	2	2	386	-0.0901614	0.0298013
1547	24	0	11	11	29	10	43	2	2	386	-0.0901477	0.0361991
1548	24	0	12	12	28	9	34	3	3	387	-0.0965405	0.0298013
1549	24	0	13	13	28	8	33	3	3	387	-0.1029197	0.0298013
1550	24	0	14	14	29	8	41	3	3	387	-0.1029059	0.0361991
1551	24	0	15	15	29	9	42	3	3	387	-0.0965268	0.0361991
1552	24	1	0	16	26	9	18	4	4	388	-0.0965680	0.0170059
1553	24	1	1	17	27	9	26	4	4	388	-0.0965543	0.0234036
1554	24	1	2	18	27	8	25	4	4	388	-0.1029334	0.0234036
1555	24	1	3	19	26	8	17	4	4	388	-0.1029472	0.0170059
1556	24	1	4	20	27	11	28	5	5	389	-0.0837960	0.0234036
1557	24	1	5	21	26	10	19	5	5	389	-0.0901889	0.0170059
1558	24	1	6	22	26	11	20	5	5	389	-0.0838097	0.0170059
1559	24	1	7	23	27	10	27	5	5	389	-0.0901751	0.0234036
1560	24	1	8	24	24	9	2	6	6	390	-0.0965955	0.0042104
1561	24	1	9	25	24	8	1	6	6	390	-0.1029746	0.0042104
1562	24	1	10	26	25	8	9	6	6	390	-0.1029609	0.0106081
1563	24	1	11	27	25	9	10	6	6	390	-0.0965818	0.0106081
1564	24	1	12	28	24	11	4	7	7	391	-0.0838372	0.0042104
1565	24	1	13	29	25	11	12	7	7	391	-0.0838235	0.0106081
1566	24	1	14	30	24	10	3	7	7	391	-0.0902164	0.0042104
1567	24	1	15	31	25	10	11	7	7	391	-0.0902026	0.0106081
1568	24	2	0	32	29	12	45	8	8	392	-0.0773894	0.0361991
1569	24	2	1	33	28	12	37	8	8	392	-0.0774031	0.0298013
1570	24	2	2	34	28	13	38	8	8	392	-0.0710240	0.0298013
1571	24	2	3	35	29	13	46	8	8	392	-0.0710102	0.0361991
1572	24	2	4	36	30	14	55	9	9	393	-0.0646174	0.0425968
1573	24	2	5	37	31	15	64	9	9	393	-0.0582245	0.0489945
